id,price,size,minimum_nights,number_of_reviews,reviews_per_month,host_listings_count,availability_days_in_year,number_of_rooms,neighbourhood,room_type
21777650,290,879,5,0,0,1,314,10,Friedrichshain-Kreuzberg,Entire home_apt
21778245,130,817,2,10,0.96,1,0,2,Mitte,Entire home_apt
21778414,32,678,1,15,1.67,3,0,6,Friedrichshain-Kreuzberg,Private room
21778936,23,297,6,1,0.09,1,0,6,Friedrichshain-Kreuzberg,Private room
21779228,120,624,4,15,2.33,2,32,4,Charlottenburg-Wilm.,Entire home_apt
21781233,22,595,3,8,0.7,1,0,2,Pankow,Private room
21783197,38,208,3,38,3.23,1,49,5,Neukolln,Private room
21784376,72,466,3,3,0.41,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
21785295,21,260,1,0,0,1,0,3,Mitte,Private room
21785847,60,302,2,0,0,1,0,1,Lichtenberg,Private room
21786235,50,713,3,2,0.18,1,0,2,Tempelhof - Schoneberg,Entire home_apt
21790774,23,191,2,4,0.35,1,0,8,Friedrichshain-Kreuzberg,Private room
21791192,69,637,2,4,0.4,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
21791938,30,209,1,80,6.74,1,320,2,Friedrichshain-Kreuzberg,Private room
21792537,70,297,3,4,0.35,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
21792778,24,533,2,6,0.52,3,0,3,Friedrichshain-Kreuzberg,Private room
21792976,35,175,2,2,0.4,1,0,2,Friedrichshain-Kreuzberg,Private room
21793776,200,353,2,1,0.1,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
21794414,30,58,1,2,0.17,2,292,2,Pankow,Private room
21795570,44,710,2,71,6.09,1,3,1,Friedrichshain-Kreuzberg,Entire home_apt
21796011,30,319,4,18,1.79,1,10,2,Friedrichshain-Kreuzberg,Private room
21796615,80,643,3,2,0.25,1,51,10,Mitte,Entire home_apt
21797675,120,265,4,0,0,2,0,5,Mitte,Entire home_apt
21798811,40,339,2,33,2.86,1,19,5,Charlottenburg-Wilm.,Private room
21799238,24,609,2,4,0.34,1,0,3,Friedrichshain-Kreuzberg,Private room
21799964,50,263,1,1,0.12,1,9,8,Charlottenburg-Wilm.,Private room
21800621,38,561,2,2,0.18,1,0,2,Friedrichshain-Kreuzberg,Private room
21800803,45,448,1,1,0.09,1,0,2,Friedrichshain-Kreuzberg,Private room
21801342,20,24,3,4,0.38,1,0,5,Mitte,Private room
21805209,18,26,3,18,1.56,2,307,2,Steglitz - Zehlendorf,Private room
21805969,35,233,2,1,0.1,1,0,7,Pankow,Private room
21806760,25,314,1,3,0.37,1,0,9,Charlottenburg-Wilm.,Private room
21807122,80,371,4,9,0.82,2,2,2,Pankow,Entire home_apt
21807321,90,745,2,0,0,1,58,1,Neukolln,Entire home_apt
21807593,17,40,2,9,1.86,14,364,3,Mitte,Shared room
21807955,20,116,5,5,0.43,1,0,1,Neukolln,Private room
21808006,67,187,1,12,1.09,1,166,2,Mitte,Private room
21808188,21,189,4,2,1.15,1,0,3,Mitte,Private room
21809005,50,336,2,4,0.94,14,338,3,Mitte,Private room
21809592,120,195,3,13,1.13,1,317,8,Pankow,Entire home_apt
21811124,35,201,1,2,0.17,1,0,6,Friedrichshain-Kreuzberg,Private room
21811191,22,542,1,2,0.18,1,0,2,Treptow - Kopenick,Private room
21812023,84,768,1,51,4.38,1,21,1,Mitte,Private room
21812927,99,748,1,27,2.49,3,305,2,Pankow,Entire home_apt
21814578,111,671,6,0,0,1,0,8,Pankow,Entire home_apt
21815268,43,327,3,4,0.34,1,23,1,Friedrichshain-Kreuzberg,Private room
21815330,19,328,1,0,0,1,0,3,Friedrichshain-Kreuzberg,Private room
21815403,50,534,3,0,0,1,0,10,Friedrichshain-Kreuzberg,Entire home_apt
21818797,30,70,7,0,0,1,0,3,Neukolln,Entire home_apt
21819946,14,652,2,17,2.31,14,327,3,Mitte,Shared room
21820503,40,366,1,0,0,1,0,2,Charlottenburg-Wilm.,Entire home_apt
21821271,40,73,1,1,0.09,1,0,1,Lichtenberg,Entire home_apt
21821616,15,34,1,2,0.17,1,0,9,Mitte,Private room
21821850,61,547,3,10,0.88,1,0,5,Pankow,Entire home_apt
21822196,180,827,1,0,0,2,0,8,Mitte,Entire home_apt
21822238,48,199,1,7,0.61,2,0,9,Neukolln,Private room
21822251,200,565,2,7,0.67,1,4,11,Pankow,Entire home_apt
21823040,120,625,2,0,0,3,0,1,Friedrichshain-Kreuzberg,Entire home_apt
21823427,28,496,2,8,0.72,1,166,3,Lichtenberg,Private room
21823725,25,581,2,0,0,3,0,6,Friedrichshain-Kreuzberg,Private room
21824032,45,735,2,62,5.6,1,306,2,Friedrichshain-Kreuzberg,Private room
21824845,23,688,1,0,0,1,0,8,Treptow - Kopenick,Entire home_apt
21826105,30,70,2,20,1.9,2,25,3,Reinickendorf,Entire home_apt
21826609,70,251,1,0,0,1,0,9,Charlottenburg-Wilm.,Entire home_apt
21827689,55,397,3,7,0.63,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
21827866,28,344,2,5,0.43,1,0,2,Lichtenberg,Entire home_apt
21832722,25,134,1,11,0.98,1,15,9,Mitte,Private room
21832981,65,618,5,2,0.17,1,0,2,Neukolln,Entire home_apt
21833594,20,28,14,1,0.67,1,212,2,Friedrichshain-Kreuzberg,Private room
21834668,45,667,2,5,0.88,1,279,2,Friedrichshain-Kreuzberg,Private room
21835153,33,233,90,2,0.23,1,252,6,Mitte,Entire home_apt
21835452,120,591,4,26,2.3,1,275,8,Pankow,Entire home_apt
21837306,189,830,5,0,0,2,0,2,Friedrichshain-Kreuzberg,Entire home_apt
21837845,35,142,7,2,0.31,2,18,1,Lichtenberg,Private room
21838247,24,657,90,1,0.09,13,236,9,Friedrichshain-Kreuzberg,Private room
21838349,55,339,1,8,0.74,1,0,3,Tempelhof - Schoneberg,Entire home_apt
21840968,60,746,3,0,0,1,79,3,Mitte,Entire home_apt
21841495,75,367,7,0,0,2,0,7,Friedrichshain-Kreuzberg,Private room
21841981,85,168,2,15,1.29,1,67,7,Pankow,Entire home_apt
21842489,58,699,6,0,0,2,0,2,Treptow - Kopenick,Entire home_apt
21842935,80,280,1,0,0,1,0,5,Pankow,Entire home_apt
21843252,20,268,1,3,0.26,1,0,4,Neukolln,Private room
21843298,30,395,2,50,4.32,1,5,4,Tempelhof - Schoneberg,Private room
21843377,70,180,3,1,0.09,2,0,6,Neukolln,Entire home_apt
21843916,39,241,6,23,2,1,5,5,Friedrichshain-Kreuzberg,Private room
21844182,25,470,2,0,0,3,0,5,Friedrichshain-Kreuzberg,Private room
21844219,14,688,2,11,1.02,14,319,1,Mitte,Shared room
21844344,14,483,2,16,1.69,14,328,4,Mitte,Shared room
21844522,45,636,5,2,0.37,1,0,2,Friedrichshain-Kreuzberg,Private room
21844588,60,344,2,0,0,14,330,6,Mitte,Private room
21844762,40,231,2,2,0.46,14,301,7,Mitte,Private room
21845448,40,360,5,1,0.25,1,0,9,Neukolln,Entire home_apt
21845728,48,229,5,2,0.21,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
21845905,33,626,1,4,0.36,1,5,2,Pankow,Entire home_apt
21846343,50,414,3,1,0.09,1,0,2,Neukolln,Entire home_apt
21846556,33,284,2,0,0,2,0,4,Pankow,Private room
21846628,25,74,5,2,0.39,1,0,3,Reinickendorf,Private room
21846652,40,710,4,0,0,1,0,4,Charlottenburg-Wilm.,Entire home_apt
21848542,22,22,6,2,0.29,1,0,2,Tempelhof - Schoneberg,Private room
21848731,40,237,3,0,0,2,0,1,Friedrichshain-Kreuzberg,Private room
21849524,30,499,2,11,1.05,1,0,1,Mitte,Private room
21849669,65,218,3,7,0.61,1,79,2,Friedrichshain-Kreuzberg,Entire home_apt
21849768,30,453,1,64,6,1,31,7,Mitte,Private room
21850235,22,271,2,1,0.1,2,0,2,Pankow,Private room
21850421,50,716,4,0,0,1,0,9,Mitte,Entire home_apt
21853952,30,470,10,3,0.4,1,0,1,Treptow - Kopenick,Entire home_apt
21854414,99,352,3,3,0.29,1,182,1,Friedrichshain-Kreuzberg,Entire home_apt
21854493,39,422,5,1,0.1,1,0,1,Mitte,Entire home_apt
21855836,45,122,1,0,0,1,0,9,Friedrichshain-Kreuzberg,Private room
21855999,65,304,2,6,1.58,1,94,1,Pankow,Entire home_apt
21857149,220,732,3,0,0,1,0,12,Friedrichshain-Kreuzberg,Entire home_apt
21858145,50,276,1,7,1.2,1,5,1,Friedrichshain-Kreuzberg,Private room
21859637,50,686,1,42,4.08,1,165,2,Friedrichshain-Kreuzberg,Private room
21861288,22,507,2,4,0.37,1,0,9,Steglitz - Zehlendorf,Entire home_apt
21862441,65,229,1,17,1.53,1,0,6,Mitte,Entire home_apt
21863017,20,463,5,1,0.09,1,0,2,Neukolln,Private room
21863182,26,206,4,15,1.32,1,0,5,Friedrichshain-Kreuzberg,Private room
21864217,45,576,14,1,0.09,1,0,8,Neukolln,Private room
21864343,45,428,4,7,2.41,1,66,1,Mitte,Private room
21864782,16,387,5,25,2.4,1,0,3,Pankow,Shared room
21866021,26,558,1,19,1.62,1,2,1,Friedrichshain-Kreuzberg,Private room
21866500,55,517,1,73,6.48,1,119,2,Friedrichshain-Kreuzberg,Entire home_apt
21868275,16,21,21,0,0,1,0,2,Reinickendorf,Private room
21871310,40,395,3,1,0.1,1,0,2,Neukolln,Entire home_apt
21872511,139,154,2,0,0,1,0,5,Friedrichshain-Kreuzberg,Entire home_apt
21872565,21,288,1,8,0.77,1,13,3,Treptow - Kopenick,Private room
21872786,240,432,3,2,0.19,2,0,10,Friedrichshain-Kreuzberg,Entire home_apt
21872970,35,711,7,1,0.13,1,0,8,Pankow,Private room
21872983,35,396,3,0,0,2,0,8,Neukolln,Private room
21874591,69,261,2,31,2.83,1,20,10,Friedrichshain-Kreuzberg,Entire home_apt
21875024,83,155,60,0,0,1,330,3,Charlottenburg-Wilm.,Entire home_apt
21877439,38,95,3,12,1.1,1,56,3,Neukolln,Private room
21878191,99,664,1,43,3.81,9,152,2,Mitte,Entire home_apt
21878278,70,743,2,13,2.02,1,61,3,Charlottenburg-Wilm.,Private room
21878728,22,178,4,2,0.18,1,29,9,Friedrichshain-Kreuzberg,Private room
21879026,79,720,2,42,3.8,1,296,5,Pankow,Entire home_apt
21879079,40,164,2,2,0.17,1,0,3,Friedrichshain-Kreuzberg,Private room
21879114,65,630,4,9,0.87,1,26,8,Mitte,Entire home_apt
21879517,35,396,1,53,4.85,1,6,3,Mitte,Private room
21879856,39,161,4,1,0.09,2,0,5,Friedrichshain-Kreuzberg,Private room
21879874,49,483,5,1,0.1,1,0,9,Mitte,Entire home_apt
21880412,30,575,1,15,1.3,1,14,7,Friedrichshain-Kreuzberg,Private room
21880961,59,606,1,46,4.06,1,35,1,Mitte,Private room
21881375,29,363,7,0,0,2,0,5,Treptow - Kopenick,Private room
21883425,25,382,3,8,1.21,1,35,1,Neukolln,Private room
21883488,22,91,1,1,0.09,1,0,3,Neukolln,Private room
21886035,20,333,10,0,0,1,0,6,Lichtenberg,Private room
21887537,32,349,7,1,0.09,1,0,4,Mitte,Private room
21887894,48,713,4,8,0.77,1,1,8,Tempelhof - Schoneberg,Entire home_apt
21887990,75,250,4,0,0,1,0,3,Mitte,Entire home_apt
21889040,40,432,4,1,0.09,1,0,3,Pankow,Entire home_apt
21890454,55,247,4,12,1.17,1,0,1,Mitte,Entire home_apt
21890836,52,139,2,2,0.18,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
21891484,52,401,2,1,0.14,1,35,6,Mitte,Private room
21891701,77,435,3,15,1.33,1,0,6,Mitte,Entire home_apt
21892245,85,523,3,0,0,2,17,3,Pankow,Entire home_apt
21893445,55,312,4,0,0,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
21894082,28,173,14,1,0.1,1,0,2,Mitte,Private room
21896292,55,302,1,4,0.37,1,0,8,Pankow,Entire home_apt
21896542,53,350,1,12,1.05,1,87,9,Friedrichshain-Kreuzberg,Private room
21898571,25,297,3,8,0.69,1,0,1,Tempelhof - Schoneberg,Private room
21902326,60,690,2,1,0.09,1,0,5,Mitte,Private room
21902425,80,429,4,2,2,1,11,3,Steglitz - Zehlendorf,Entire home_apt
21903227,60,325,1,1,0.09,1,0,10,Mitte,Private room
21904684,40,604,1,1,0.09,1,0,3,Friedrichshain-Kreuzberg,Private room
21905096,58,255,2,0,0,1,0,6,Neukolln,Private room
21905150,55,393,1,1,0.1,1,0,1,Mitte,Private room
21906202,35,350,30,39,3.56,1,100,3,Neukolln,Entire home_apt
21907022,25,518,2,62,5.47,1,76,5,Tempelhof - Schoneberg,Private room
21907121,49,202,2,7,0.68,1,0,2,Mitte,Entire home_apt
21907180,69,384,2,0,0,1,0,6,Lichtenberg,Entire home_apt
21907874,50,190,3,49,4.51,1,0,4,Mitte,Private room
21909195,90,384,4,2,0.19,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
21911198,8,428,1,10,1.49,1,0,5,Steglitz - Zehlendorf,Shared room
21912717,45,285,4,19,1.81,3,0,3,Pankow,Private room
21916289,95,277,1,0,0,1,0,2,Tempelhof - Schoneberg,Entire home_apt
21916978,26,506,3,48,4.13,1,9,4,Charlottenburg-Wilm.,Private room
21917135,65,358,5,4,0.48,1,10,2,Tempelhof - Schoneberg,Entire home_apt
21918143,139,171,6,4,0.4,2,0,1,Mitte,Entire home_apt
21919037,40,495,3,5,0.48,1,46,1,Mitte,Private room
21919496,60,420,14,1,0.09,1,0,7,Mitte,Entire home_apt
21919556,99,637,14,1,0.19,1,35,1,Pankow,Entire home_apt
21919986,46,414,4,0,0,1,0,3,Mitte,Entire home_apt
21921201,69,343,1,1,0.28,1,35,4,Pankow,Entire home_apt
21921674,56,314,7,1,0.1,1,0,2,Mitte,Entire home_apt
21923771,40,521,5,2,0.44,1,10,1,Pankow,Private room
21929816,99,515,3,35,3.09,4,170,1,Neukolln,Entire home_apt
21930381,70,132,2,41,3.7,2,52,6,Pankow,Private room
21931512,50,358,7,0,0,3,0,2,Neukolln,Entire home_apt
21931638,60,311,2,1,0.09,1,0,3,Charlottenburg-Wilm.,Entire home_apt
21931715,35,641,4,3,0.28,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
21931755,29,690,7,0,0,3,0,2,Neukolln,Private room
21932588,60,382,2,5,0.48,1,0,1,Reinickendorf,Entire home_apt
21933650,41,65,5,4,0.36,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
21935915,10,619,1,0,0,3,3,2,Mitte,Shared room
21937216,89,363,4,10,1.22,1,301,6,Mitte,Entire home_apt
21940079,89,734,2,3,0.27,1,0,8,Mitte,Entire home_apt
21940201,70,285,7,1,0.09,1,0,3,Mitte,Entire home_apt
21940453,25,171,1,0,0,1,0,1,Mitte,Private room
21941079,46,349,4,10,0.93,1,0,2,Tempelhof - Schoneberg,Entire home_apt
21941403,25,639,5,1,0.1,1,0,1,Friedrichshain-Kreuzberg,Private room
21941690,45,593,2,4,0.38,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
21941877,25,580,1,1,0.09,1,0,3,Treptow - Kopenick,Shared room
21942654,52,284,1,0,0,1,0,1,Lichtenberg,Private room
21942665,40,703,3,1,0.1,1,0,2,Friedrichshain-Kreuzberg,Private room
21942685,70,234,2,5,0.5,1,0,5,Neukolln,Entire home_apt
21943070,15,157,7,1,0.09,1,0,4,Neukolln,Private room
21943276,40,206,8,1,0.1,1,0,2,Tempelhof - Schoneberg,Entire home_apt
21943576,19,642,2,2,0.18,1,0,3,Friedrichshain-Kreuzberg,Private room
21943719,30,723,2,40,3.88,1,49,2,Neukolln,Private room
21944216,159,668,1,36,3.22,4,349,10,Neukolln,Entire home_apt
21946707,69,270,5,17,1.63,1,28,2,Mitte,Entire home_apt
21948996,60,523,3,24,2.12,1,0,6,Tempelhof - Schoneberg,Entire home_apt
21954126,70,253,21,10,0.97,1,363,7,Mitte,Entire home_apt
21955286,30,167,3,7,0.74,1,0,3,Pankow,Private room
21955316,60,452,10,2,0.27,1,0,2,Tempelhof - Schoneberg,Entire home_apt
21955318,70,393,3,1,0.1,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
21955664,12,662,1,9,0.9,2,35,7,Lichtenberg,Shared room
21956203,45,366,3,0,0,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
21956322,40,460,2,7,0.68,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
21956391,95,504,7,11,1.01,1,316,1,Mitte,Entire home_apt
21956562,55,142,2,2,0.17,1,0,5,Friedrichshain-Kreuzberg,Entire home_apt
21956662,72,422,2,1,1,14,355,7,Mitte,Private room
21956862,75,213,2,3,2.31,14,356,2,Mitte,Shared room
21957090,16,58,2,16,2.68,14,329,6,Mitte,Shared room
21957255,17,277,2,12,1.45,14,330,6,Mitte,Shared room
21957437,60,239,2,3,0.47,14,361,1,Mitte,Shared room
21957747,25,283,14,0,0,1,0,2,Mitte,Entire home_apt
21957893,25,685,2,3,0.31,2,0,2,Neukolln,Private room
21959121,18,116,10,1,0.1,1,0,6,Mitte,Private room
21959228,69,570,4,18,1.73,1,271,9,Charlottenburg-Wilm.,Entire home_apt
21960873,25,585,4,17,1.5,1,0,4,Friedrichshain-Kreuzberg,Entire home_apt
21961730,30,343,2,1,0.09,2,0,6,Neukolln,Entire home_apt
21962726,400,807,3,2,0.19,2,0,4,Friedrichshain-Kreuzberg,Entire home_apt
21963627,40,469,3,6,1.29,2,151,4,Neukolln,Entire home_apt
21965372,20,289,2,4,0.39,1,0,1,Friedrichshain-Kreuzberg,Private room
21965655,29,335,3,11,0.96,1,62,4,Pankow,Private room
21970031,90,143,6,0,0,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
21970298,25,539,3,0,0,1,0,2,Charlottenburg-Wilm.,Private room
21970921,50,578,2,0,0,1,0,3,Mitte,Private room
21971002,70,193,3,2,0.19,1,0,6,Friedrichshain-Kreuzberg,Private room
21971950,70,73,30,3,0.41,2,99,1,Pankow,Entire home_apt
21972613,55,455,1,2,0.19,1,1,10,Lichtenberg,Private room
21972656,35,130,2,4,0.37,1,6,8,Pankow,Private room
21973098,20,213,5,0,0,2,0,3,Neukolln,Private room
21973915,30,528,7,12,1.06,1,125,2,Mitte,Private room
21974533,80,627,2,0,0,1,0,1,Neukolln,Entire home_apt
21976136,39,81,2,15,1.36,1,203,1,Pankow,Private room
21976257,500,539,2,9,1.11,6,50,7,Mitte,Entire home_apt
21978336,50,711,6,5,0.52,1,0,8,Mitte,Entire home_apt
21979468,35,122,1,6,0.54,1,0,4,Pankow,Private room
21980984,69,210,5,0,0,1,0,2,Tempelhof - Schoneberg,Entire home_apt
21981086,20,94,1,2,0.18,1,0,2,Mitte,Private room
21981680,26,479,3,2,0.9,1,4,9,Friedrichshain-Kreuzberg,Private room
21982711,70,738,3,9,1.36,1,350,2,Mitte,Entire home_apt
21984111,35,316,2,0,0,1,89,2,Lichtenberg,Private room
21987253,119,499,2,7,0.77,1,0,1,Steglitz - Zehlendorf,Entire home_apt
21988296,35,505,1,2,0.19,1,0,7,Mitte,Private room
21988470,25,441,3,0,0,1,0,8,Mitte,Private room
21990501,13,595,5,1,0.09,1,0,9,Mitte,Private room
21990671,40,721,3,12,1.05,1,55,3,Friedrichshain-Kreuzberg,Private room
21991729,59,316,2,4,0.39,1,0,10,Charlottenburg-Wilm.,Entire home_apt
21992304,100,112,2,0,0,1,0,6,Pankow,Private room
21992710,25,29,7,3,0.28,1,0,1,Mitte,Private room
21993838,90,631,1,25,2.21,3,322,5,Pankow,Entire home_apt
21993959,100,378,6,0,0,1,0,9,Pankow,Entire home_apt
21995676,40,48,2,4,0.42,1,0,4,Friedrichshain-Kreuzberg,Entire home_apt
21996707,30,148,5,4,0.38,1,0,7,Mitte,Private room
22000616,13,230,3,0,0,1,0,3,Spandau,Private room
22004268,30,521,3,3,0.28,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
22004378,30,464,2,3,0.27,1,0,2,Friedrichshain-Kreuzberg,Private room
22005719,35,474,5,7,0.63,1,0,5,Friedrichshain-Kreuzberg,Private room
22007435,35,573,1,0,0,1,0,5,Mitte,Private room
22008008,20,298,2,0,0,1,0,3,Mitte,Private room
22008484,58,415,2,1,0.1,1,0,5,Friedrichshain-Kreuzberg,Private room
22008690,80,465,2,1,0.09,1,0,10,Friedrichshain-Kreuzberg,Entire home_apt
22010367,35,649,7,0,0,1,0,1,Neukolln,Private room
22010504,20,380,2,20,2.26,1,4,1,Pankow,Private room
22010667,35,467,3,0,0,2,0,3,Neukolln,Private room
22010844,40,346,1,3,0.27,1,286,3,Charlottenburg-Wilm.,Entire home_apt
22015972,20,554,10,6,0.57,1,0,3,Neukolln,Private room
22021456,40,176,2,4,0.38,1,0,2,Neukolln,Private room
22023455,28,571,7,0,0,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22023548,30,330,7,6,0.58,1,17,3,Friedrichshain-Kreuzberg,Private room
22023947,49,384,2,12,1.08,3,0,8,Mitte,Private room
22024027,25,133,2,4,0.36,1,4,1,Neukolln,Private room
22024305,35,154,2,2,0.18,1,0,9,Friedrichshain-Kreuzberg,Private room
22025993,55,579,1,2,0.19,2,0,5,Tempelhof - Schoneberg,Private room
22025995,30,217,1,50,4.48,1,0,3,Steglitz - Zehlendorf,Private room
22026033,43,672,1,40,3.56,1,2,2,Friedrichshain-Kreuzberg,Private room
22026572,50,730,2,0,0,1,0,10,Mitte,Entire home_apt
22027679,20,584,6,0,0,2,0,1,Neukolln,Private room
22028578,52,731,5,0,0,1,0,7,Pankow,Entire home_apt
22028749,33,160,2,2,0.19,1,0,1,Pankow,Private room
22029616,18,628,3,0,0,1,0,9,Friedrichshain-Kreuzberg,Private room
22030046,29,184,4,5,1,1,5,6,Mitte,Private room
22031057,36,464,3,45,4.31,1,0,3,Friedrichshain-Kreuzberg,Private room
22032416,80,159,1,2,0.21,3,11,2,Mitte,Private room
22032675,35,573,14,2,0.18,1,50,2,Friedrichshain-Kreuzberg,Private room
22033709,69,248,7,1,0.1,1,0,6,Tempelhof - Schoneberg,Entire home_apt
22039598,59,190,4,19,1.71,1,0,7,Neukolln,Private room
22040807,36,180,6,2,0.2,1,9,3,Pankow,Entire home_apt
22041086,600,621,1,0,0,4,0,7,Mitte,Entire home_apt
22042168,40,645,1,0,0,2,0,1,Neukolln,Entire home_apt
22043930,120,741,2,1,0.1,2,7,2,Friedrichshain-Kreuzberg,Entire home_apt
22044007,59,582,11,10,0.96,1,12,1,Mitte,Entire home_apt
22044908,100,300,3,10,0.96,1,0,2,Mitte,Entire home_apt
22045062,50,709,3,1,0.1,1,0,3,Mitte,Entire home_apt
22045847,30,285,3,1,0.09,1,0,1,Neukolln,Private room
22046013,17,425,4,2,0.18,1,0,8,Friedrichshain-Kreuzberg,Private room
22046193,135,419,4,4,0.47,2,294,9,Charlottenburg-Wilm.,Entire home_apt
22046451,42,598,2,50,4.5,1,39,4,Neukolln,Private room
22047683,30,574,1,7,0.63,1,0,3,Mitte,Private room
22053573,80,689,10,0,0,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
22053941,60,266,2,4,0.55,1,0,5,Mitte,Entire home_apt
22054313,40,661,3,1,0.1,1,0,8,Lichtenberg,Entire home_apt
22054480,44,743,5,1,0.1,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22056152,35,72,2,47,4.35,1,54,6,Neukolln,Private room
22056205,17,187,3,1,0.09,1,0,4,Mitte,Private room
22057083,50,192,1,1,0.09,1,0,3,Mitte,Entire home_apt
22057562,45,668,2,3,0.27,1,0,7,Neukolln,Private room
22057682,35,315,2,5,0.6,1,4,1,Friedrichshain-Kreuzberg,Private room
22057828,40,595,3,0,0,2,0,9,Neukolln,Private room
22057996,130,353,2,8,0.78,1,0,10,Friedrichshain-Kreuzberg,Entire home_apt
22058561,25,400,10,3,0.29,1,0,1,Pankow,Shared room
22058711,60,168,2,15,3.13,1,67,3,Mitte,Private room
22059134,30,400,1,31,3.02,1,0,1,Neukolln,Private room
22059694,80,682,2,2,0.19,1,0,2,Pankow,Entire home_apt
22059898,50,112,1,0,0,1,0,7,Tempelhof - Schoneberg,Private room
22060062,30,547,1,0,0,1,0,2,Tempelhof - Schoneberg,Private room
22060099,30,408,1,3,0.4,1,0,9,Mitte,Private room
22060183,20,396,1,0,0,1,0,6,Friedrichshain-Kreuzberg,Entire home_apt
22060222,129,142,1,87,7.84,1,5,3,Mitte,Entire home_apt
22060757,30,32,20,1,0.1,1,0,3,Charlottenburg-Wilm.,Entire home_apt
22060917,60,418,1,0,0,1,0,5,Neukolln,Entire home_apt
22061468,105,111,3,5,0.6,1,0,1,Pankow,Entire home_apt
22061499,30,279,2,6,0.98,1,0,2,Neukolln,Private room
22062195,40,522,3,1,0.09,1,0,8,Mitte,Private room
22062697,23,716,2,5,0.5,1,0,4,Treptow - Kopenick,Private room
22063632,40,383,2,22,2.12,1,74,9,Mitte,Private room
22063759,30,339,14,0,0,2,80,4,Treptow - Kopenick,Entire home_apt
22064519,85,231,4,50,4.76,2,243,2,Neukolln,Entire home_apt
22066217,35,471,2,4,0.36,4,0,4,Pankow,Private room
22070117,45,351,6,1,0.1,1,0,1,Mitte,Private room
22070776,30,297,6,1,0.14,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22071660,70,768,2,1,0.1,1,0,4,Friedrichshain-Kreuzberg,Entire home_apt
22072399,49,436,2,2,0.63,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
22072894,40,155,3,1,0.1,1,0,9,Mitte,Entire home_apt
22073149,160,230,2,0,0,1,0,3,Mitte,Entire home_apt
22073925,25,284,2,5,0.49,1,0,6,Mitte,Private room
22074078,50,610,4,6,0.75,1,0,7,Pankow,Private room
22074340,119,382,8,0,0,1,0,3,Pankow,Entire home_apt
22074705,13,324,2,1,0.23,1,56,2,Friedrichshain-Kreuzberg,Private room
22074809,39,387,4,3,0.28,1,0,2,Mitte,Entire home_apt
22075646,69,701,2,28,3.29,1,166,2,Pankow,Private room
22075653,399,592,7,3,0.52,16,8,9,Mitte,Entire home_apt
22075801,49,519,3,21,2.06,6,271,8,Tempelhof - Schoneberg,Entire home_apt
22076601,125,150,4,1,0.12,7,251,3,Mitte,Entire home_apt
22077135,65,730,2,84,7.57,1,0,3,Mitte,Entire home_apt
22077497,40,405,3,3,0.3,1,0,1,Treptow - Kopenick,Private room
22077688,50,698,6,2,0.29,1,0,7,Friedrichshain-Kreuzberg,Private room
22077707,179,472,3,42,5.1,9,93,7,Neukolln,Entire home_apt
22078780,25,94,3,1,0.09,1,0,9,Neukolln,Private room
22078994,90,559,2,8,0.77,2,33,7,Mitte,Entire home_apt
22080746,35,177,1,0,0,1,0,2,Charlottenburg-Wilm.,Private room
22082552,29,577,12,0,0,1,0,7,Neukolln,Entire home_apt
22082731,35,235,2,1,0.11,1,0,1,Mitte,Private room
22084592,55,64,1,0,0,1,0,2,Mitte,Entire home_apt
22085227,18,436,7,1,0.1,1,0,3,Mitte,Private room
22085761,40,521,3,4,0.39,2,0,5,Pankow,Private room
22091594,18,372,3,9,0.82,2,0,1,Neukolln,Private room
22091651,65,672,7,1,0.26,2,148,7,Marzahn - Hellersdorf,Entire home_apt
22093178,70,231,1,0,0,1,0,8,Treptow - Kopenick,Private room
22093747,39,458,2,12,1.17,1,4,1,Mitte,Private room
22095791,30,351,2,9,0.84,1,4,2,Mitte,Private room
22096036,65,138,2,16,1.65,1,0,7,Neukolln,Entire home_apt
22096189,95,661,2,24,2.38,1,167,4,Friedrichshain-Kreuzberg,Entire home_apt
22096483,27,247,31,0,0,1,0,2,Treptow - Kopenick,Private room
22096671,60,526,1,0,0,1,171,3,Treptow - Kopenick,Private room
